##;##
@LiveGraph demo file.
Generation;Best;Average;Avg.worst-100;Avg.worst-in-Generations 100
982;1023;1149;1468;2119
983;1023;1143;1430;2119
984;1023;1140;1421;2119
985;1023;1142;1436;2119
986;1023;1148;1459;2119
987;1023;1147;1460;2119
988;1023;1140;1429;2119
989;1023;1147;1460;2119
990;1023;1142;1437;2119
991;1023;1149;1464;2119
992;1023;1147;1452;2119
993;1023;1155;1501;2119
994;1023;1151;1481;2119
995;1023;1143;1443;2119
996;1023;1145;1445;2119
997;1023;1151;1475;2119
998;1023;1140;1422;2119
999;1023;1149;1472;2119
1000;1023;1134;1405;2117
1001;1023;1148;1478;2117
1002;1023;1144;1456;2117
1003;1023;1141;1432;2117
1004;1023;1138;1417;2117
1005;1023;1145;1449;2117
1006;1023;1147;1460;2117
1007;1023;1136;1413;2117
1008;1023;1147;1463;2117
1009;1023;1143;1447;2117
1010;1023;1133;1395;2117
1011;1023;1148;1472;2117
1012;1023;1143;1450;2117
1013;1023;1145;1459;2117
1014;1023;1140;1435;2117
1015;1023;1148;1471;2117
1016;1023;1143;1447;2117
1017;1019;1138;1428;2117
1018;1019;1145;1459;2117
1019;1019;1141;1442;2117
1020;1019;1153;1498;2117
1021;1019;1144;1453;2117
1022;1019;1138;1431;2117
1023;1019;1138;1424;2117
1024;1019;1142;1444;2117
1025;1018;1141;1442;2117
1026;1018;1140;1441;2117
1027;1018;1140;1445;2117
1028;1018;1141;1440;2117
1029;1018;1137;1431;2117
1030;1018;1136;1421;2117
1031;1018;1148;1477;2117
1032;1018;1136;1420;2117
1033;1018;1146;1484;2117
1034;1018;1129;1394;2117
1035;1018;1148;1473;2117
1036;1018;1145;1470;2117
1037;1018;1134;1422;2117
1038;1018;1131;1407;2117
1039;1018;1133;1409;2117
1040;1018;1133;1406;2117
1041;1018;1142;1456;2117
1042;1018;1135;1418;2117
1043;1018;1146;1473;2117
1044;1018;1140;1448;2117
1045;1018;1139;1445;2117
1046;1018;1132;1409;2117
1047;1018;1145;1471;2117
1048;1018;1135;1424;2117
1049;1018;1134;1425;2117
1050;1018;1128;1390;2117
1051;1018;1144;1462;2117
1052;1018;1132;1407;2117
1053;1018;1139;1441;2117
1054;1018;1143;1463;2117
1055;1018;1141;1458;2117
1056;1018;1133;1415;2117
1057;1018;1126;1383;2117
1058;1018;1139;1447;2117
1059;1018;1137;1442;2117
1060;1018;1148;1488;2117
1061;1018;1132;1419;2117
1062;1018;1134;1432;2117
1063;1018;1131;1418;2117
1064;1009;1130;1416;2117
1065;1009;1133;1429;2117
1066;1009;1132;1420;2117
1067;1009;1136;1444;2117
1068;1009;1138;1448;2117
1069;1009;1138;1455;2117
1070;1009;1134;1437;2117
1071;1009;1133;1431;2117
1072;1009;1138;1453;2117
1073;1009;1134;1430;2117
1074;1009;1132;1427;2117
1075;1009;1136;1449;2117
1076;1009;1146;1493;2117
1077;1009;1128;1413;2117
1078;1009;1143;1476;2117
1079;1009;1133;1435;2117
1080;1009;1132;1430;2117
1081;1009;1132;1429;2117
1082;1009;1125;1399;2117
1083;1009;1138;1455;2117
1084;1009;1134;1441;2117
1085;1009;1138;1459;2117
1086;1009;1130;1420;2117
1087;1009;1138;1458;2117
1088;1009;1136;1446;2117
1089;1009;1125;1401;2117
1090;1009;1138;1460;2117
1091;1009;1134;1445;2117
1092;1009;1138;1471;2117
1093;1009;1133;1434;2117
1094;1009;1135;1447;2117
1095;1009;1128;1420;2117
1096;1009;1122;1393;2117
1097;1009;1133;1440;2117
1098;1009;1135;1448;2117
1099;1009;1126;1407;2117
1100;1009;1131;1435;2088
1101;1009;1139;1475;2088
1102;1009;1131;1433;2088
1103;1009;1126;1412;2088
1104;1009;1133;1447;2088
1105;1009;1125;1410;2088
1106;1009;1126;1411;2088
1107;1009;1140;1477;2088
1108;1009;1142;1488;2088
1109;1009;1134;1458;2088
1110;1009;1127;1422;2088
1111;1009;1130;1432;2088
1112;1009;1145;1502;2088
1113;1009;1145;1511;2088
1114;1009;1132;1442;2088
1115;1009;1132;1447;2088
1116;1009;1135;1465;2088
1117;1009;1126;1415;2088
1118;1009;1131;1434;2088
1119;1009;1130;1432;2088
1120;1009;1116;1373;2088
1121;1009;1130;1441;2088
1122;1009;1132;1444;2088
1123;1009;1129;1434;2088
1124;1009;1130;1429;2088
1125;1009;1135;1462;2088
1126;1009;1135;1464;2088
1127;1009;1119;1391;2088
1128;1009;1130;1437;2088
1129;1009;1123;1408;2088
1130;1009;1139;1484;2088
1131;1009;1120;1398;2088
1132;1009;1133;1457;2088
1133;1009;1130;1440;2088
1134;1009;1130;1444;2088
1135;1009;1132;1446;2088
1136;1009;1132;1443;2088
1137;1009;1125;1419;2088
1138;1009;1129;1433;2088
1139;1009;1123;1408;2088
1140;1009;1126;1422;2088
1141;1009;1133;1454;2088
1142;1009;1126;1433;2088
1143;1009;1127;1427;2088
1144;1009;1127;1433;2088
1145;1009;1131;1449;2088
1146;1009;1134;1461;2088
1147;1009;1123;1409;2088
1148;1009;1127;1429;2088
1149;1009;1133;1460;2088
1150;1009;1127;1436;2088
1151;1009;1123;1405;2088
1152;1009;1135;1468;2088
1153;1009;1137;1480;2088
1154;1009;1123;1417;2088
1155;1009;1131;1464;2088
1156;1009;1132;1455;2088
1157;1009;1130;1443;2088
1158;1009;1135;1468;2088
1159;1009;1128;1439;2088
1160;1009;1125;1426;2088
1161;1009;1125;1428;2088
1162;1005;1122;1417;2088
1163;1005;1125;1429;2088
1164;1005;1127;1428;2088
1165;1005;1134;1462;2088
1166;1005;1129;1440;2088
1167;1005;1134;1468;2088
1168;1005;1131;1457;2088
1169;1005;1121;1408;2088
1170;1005;1133;1473;2088
1171;1005;1124;1427;2088
1172;1005;1124;1414;2088
1173;1005;1130;1453;2088
1174;1005;1129;1452;2088
1175;1005;1133;1465;2088
1176;1005;1119;1412;2088
1177;1005;1128;1452;2088
1178;1005;1125;1440;2088
1179;1005;1127;1436;2088
1180;1005;1132;1472;2088
1181;1005;1128;1451;2088
1182;1005;1137;1488;2088
1183;1005;1119;1399;2088
1184;1005;1125;1438;2088
1185;1005;1123;1426;2088
1186;1005;1129;1458;2088
1187;1005;1122;1426;2088
1188;1005;1120;1412;2088
1189;1005;1128;1459;2088
1190;1005;1124;1425;2088
1191;1005;1112;1371;2088
1192;1005;1126;1427;2088
1193;1005;1129;1462;2088
1194;1005;1126;1439;2088
1195;1005;1128;1454;2088
1196;1005;1124;1431;2088
1197;1005;1129;1451;2088
1198;1005;1120;1418;2088
1199;1005;1126;1440;2088
1200;1005;1124;1433;2107
1201;1005;1119;1409;2107
1202;1005;1126;1446;2107
1203;1005;1134;1471;2107
1204;1005;1129;1452;2107
1205;1005;1124;1431;2107
1206;1005;1135;1482;2107
1207;1005;1121;1419;2107
1208;1005;1123;1431;2107
1209;1005;1112;1379;2107
1210;1005;1120;1416;2107
1211;1005;1126;1444;2107
1212;1005;1121;1414;2107
1213;1005;1112;1378;2107
1214;1005;1122;1428;2107
1215;1005;1127;1456;2107
1216;1005;1128;1456;2107
1217;1005;1113;1383;2107
1218;1005;1126;1448;2107
1219;1005;1122;1427;2107
1220;1005;1115;1402;2107
1221;1001;1125;1452;2107
1222;1001;1115;1394;2107
1223;1001;1122;1425;2107
1224;1001;1121;1425;2107
1225;1001;1122;1434;2107
1226;1001;1131;1474;2107
1227;1001;1116;1402;2107
1228;1001;1121;1425;2107
1229;1001;1115;1396;2107
1230;1001;1124;1435;2107
1231;1001;1115;1393;2107
1232;1001;1129;1470;2107
1233;1001;1128;1460;2107
1234;1001;1116;1401;2107
1235;1001;1126;1456;2107
1236;1001;1117;1408;2107
1237;1001;1122;1435;2107
1238;1001;1118;1410;2107
1239;1001;1120;1435;2107
1240;1001;1126;1461;2107
1241;1001;1126;1454;2107
1242;1001;1116;1409;2107
1243;1001;1113;1397;2107
1244;1001;1125;1455;2107
1245;1001;1120;1422;2107
1246;1001;1113;1400;2107
1247;1001;1136;1501;2107
1248;1001;1121;1436;2107
1249;1001;1118;1417;2107
1250;1001;1118;1415;2107
1251;1001;1120;1430;2107
1252;1001;1123;1447;2107
1253;1001;1122;1445;2107
1254;1001;1115;1406;2107
1255;1001;1123;1451;2107
1256;1001;1110;1385;2107
1257;1001;1117;1421;2107
1258;1001;1129;1469;2107
1259;1001;1118;1423;2107
1260;1001;1123;1443;2107
1261;1001;1125;1460;2107
1262;1001;1120;1423;2107
1263;1001;1127;1461;2107
1264;1001;1117;1413;2107
1265;1001;1124;1466;2107
1266;1001;1122;1445;2107
1267;1001;1116;1411;2107
1268;1001;1117;1422;2107
1269;1001;1133;1496;2107
1270;1001;1113;1395;2107
1271;1001;1131;1485;2107
1272;1001;1125;1460;2107
1273;1001;1106;1376;2107
1274;1001;1116;1415;2107
1275;1001;1121;1436;2107
1276;1001;1110;1389;2107
1277;1001;1125;1466;2107
1278;1001;1105;1370;2107
1279;1001;1122;1445;2107
1280;1001;1116;1421;2107
1281;1001;1121;1442;2107
1282;1001;1117;1419;2107
1283;1001;1128;1470;2107
1284;1001;1116;1415;2107
1285;1001;1111;1391;2107
1286;1001;1115;1407;2107
1287;1001;1120;1438;2107
1288;1001;1109;1391;2107
1289;1001;1115;1410;2107
1290;1001;1109;1392;2107
1291;1001;1108;1390;2107
1292;1001;1110;1395;2107
1293;1001;1121;1441;2107
1294;1001;1116;1424;2107
1295;1001;1120;1436;2107
1296;1001;1114;1416;2107
1297;1001;1125;1458;2107
1298;1001;1110;1394;2107
1299;1001;1108;1389;2107
1300;1001;1116;1425;2078
1301;1001;1114;1408;2078
1302;1001;1119;1434;2078
1303;1001;1123;1455;2078
1304;1001;1123;1452;2078
1305;1001;1118;1437;2078
1306;1001;1116;1421;2078
1307;1001;1124;1458;2078
1308;1001;1108;1386;2078
1309;1001;1115;1418;2078
1310;1001;1120;1438;2078
1311;1001;1120;1443;2078
1312;1001;1122;1459;2078
1313;1001;1116;1426;2078
1314;1001;1121;1452;2078
1315;1001;1111;1404;2078
1316;1001;1119;1439;2078
1317;1001;1111;1400;2078
1318;1001;1112;1402;2078
1319;1001;1114;1421;2078
1320;1001;1117;1424;2078
1321;1001;1110;1398;2078
1322;1001;1122;1460;2078
1323;1001;1110;1393;2078
1324;1001;1117;1437;2078
1325;1001;1112;1410;2078
1326;1001;1122;1450;2078
1327;1001;1112;1412;2078
1328;1001;1118;1431;2078
1329;1001;1118;1440;2078
1330;1001;1127;1482;2078
1331;1001;1119;1442;2078
1332;1001;1113;1415;2078
1333;1001;1113;1415;2078
1334;1001;1115;1423;2078
1335;1001;1114;1423;2078
1336;1001;1127;1486;2078
1337;1001;1115;1425;2078
1338;1001;1113;1420;2078
1339;1001;1109;1397;2078
1340;1001;1113;1418;2078
1341;1001;1109;1395;2078
1342;1001;1105;1383;2078
1343;1001;1113;1413;2078
1344;1001;1115;1428;2078
1345;1001;1114;1422;2078
1346;1001;1113;1419;2078
1347;1001;1110;1406;2078
1348;1001;1122;1461;2078
1349;1001;1113;1414;2078
1350;1001;1116;1433;2078
1351;1001;1113;1421;2078
1352;1001;1111;1413;2078
1353;1001;1116;1434;2078
1354;1001;1106;1386;2078
1355;1001;1110;1405;2078
1356;1001;1111;1405;2078
1357;1001;1121;1455;2078
1358;1001;1120;1451;2078
1359;1001;1114;1421;2078
1360;1001;1116;1429;2078
1361;1001;1107;1393;2078
1362;1001;1116;1437;2078
1363;1001;1117;1431;2078
1364;1001;1120;1450;2078
1365;1001;1117;1439;2078
1366;1001;1120;1450;2078
1367;1001;1119;1451;2078
1368;1001;1116;1430;2078
1369;1001;1103;1371;2078
1370;1001;1118;1439;2078
1371;1001;1114;1427;2078
1372;1001;1123;1461;2078
1373;1001;1113;1427;2078
1374;1001;1113;1424;2078
1375;1001;1117;1440;2078
1376;1001;1109;1404;2078
1377;1001;1110;1400;2078
1378;1001;1111;1419;2078
1379;1001;1107;1389;2078
1380;1001;1114;1432;2078
1381;1001;1119;1456;2078
1382;1001;1113;1431;2078
1383;1001;1111;1410;2078
1384;1001;1117;1448;2078
1385;1001;1116;1432;2078
1386;1001;1123;1464;2078
1387;1001;1118;1446;2078
1388;1001;1107;1395;2078
1389;1001;1111;1410;2078
1390;1001;1115;1432;2078
1391;1001;1114;1426;2078
1392;1001;1114;1428;2078
1393;1001;1112;1426;2078
1394;1001;1119;1446;2078
1395;1001;1106;1391;2078
1396;1001;1112;1422;2078
1397;1001;1119;1461;2078
1398;1001;1113;1424;2078
1399;1001;1112;1416;2078
1400;1001;1117;1452;2075
1401;1001;1114;1429;2075
1402;1001;1108;1398;2075
1403;1001;1108;1401;2075
1404;1001;1112;1422;2075
1405;1001;1118;1455;2075
1406;1001;1119;1454;2075
1407;1001;1113;1424;2075
1408;1001;1111;1421;2075
1409;1001;1118;1454;2075
1410;1001;1113;1433;2075
1411;1001;1108;1409;2075
1412;1001;1101;1368;2075
1413;1001;1101;1372;2075
1414;1001;1107;1398;2075
1415;1001;1105;1394;2075
1416;1001;1114;1440;2075
1417;1001;1115;1443;2075
1418;1001;1107;1410;2075
1419;1001;1114;1438;2075
1420;1001;1117;1457;2075
1421;1001;1114;1437;2075
1422;1001;1120;1471;2075
1423;1001;1120;1461;2075
1424;1001;1120;1466;2075
1425;1001;1115;1440;2075
1426;1001;1115;1441;2075
1427;1001;1116;1450;2075
1428;1001;1108;1413;2075
1429;1001;1104;1393;2075
1430;1001;1107;1405;2075
1431;1001;1105;1391;2075
1432;1001;1120;1465;2075
1433;1001;1112;1433;2075
1434;1001;1110;1412;2075
1435;1001;1116;1448;2075
1436;1001;1107;1399;2075
1437;1001;1112;1422;2075
1438;1001;1113;1436;2075
1439;1001;1113;1433;2075
1440;1001;1117;1458;2075
1441;1001;1112;1420;2075
1442;1001;1110;1411;2075
1443;1001;1109;1410;2075
1444;1001;1105;1397;2075
1445;1001;1115;1451;2075
1446;1001;1111;1415;2075
1447;1001;1111;1421;2075
1448;1001;1119;1458;2075
1449;1001;1110;1416;2075
1450;1001;1115;1445;2075
1451;1001;1108;1416;2075
1452;1001;1114;1437;2075
1453;1001;1124;1476;2075
1454;1001;1117;1446;2075
1455;1001;1112;1428;2075
1456;1001;1110;1414;2075
1457;1001;1111;1427;2075
1458;1001;1118;1453;2075
1459;1001;1109;1422;2075
1460;1001;1114;1440;2075
1461;1001;1113;1434;2075
1462;1001;1116;1445;2075
1463;1001;1107;1409;2075
1464;1001;1113;1442;2075
1465;1001;1106;1397;2075
1466;1001;1113;1426;2075
1467;1001;1099;1367;2075
1468;1001;1107;1412;2075
1469;1001;1114;1442;2075
1470;1001;1109;1413;2075
1471;1001;1121;1469;2075
1472;1001;1107;1405;2075
1473;1001;1104;1387;2075
1474;1001;1111;1432;2075
1475;1001;1103;1391;2075
1476;1001;1106;1405;2075
1477;1001;1113;1445;2075
1478;1001;1110;1422;2075
1479;1001;1112;1430;2075
1480;1001;1116;1446;2075
1481;1001;1105;1396;2075
1482;1001;1113;1431;2075
1483;1001;1116;1443;2075
1484;1001;1110;1419;2075
1485;1001;1109;1416;2075
1486;1001;1104;1397;2075
1487;1001;1104;1400;2075
1488;1001;1110;1427;2075
1489;1001;1112;1436;2075
1490;1001;1115;1437;2075
1491;1001;1119;1471;2075
1492;1001;1108;1415;2075
1493;1001;1104;1389;2075
1494;1001;1121;1482;2075
1495;1001;1112;1440;2075
1496;1001;1105;1401;2075
1497;1001;1104;1390;2075
1498;1001;1114;1438;2075
1499;1001;1103;1388;2075
1500;1001;1112;1430;2079
1501;1001;1108;1420;2079
1502;1001;1112;1445;2079
1503;1001;1108;1417;2079
1504;1001;1105;1398;2079
1505;1001;1114;1438;2079
1506;1001;1103;1385;2079
1507;1001;1119;1469;2079
1508;1001;1120;1465;2079
1509;1001;1110;1420;2079
1510;1001;1107;1402;2079
1511;1001;1103;1397;2079
1512;1001;1110;1426;2079
1513;1001;1118;1470;2079
1514;1001;1108;1407;2079
1515;1001;1110;1434;2079
1516;1001;1108;1420;2079
1517;1001;1108;1411;2079
1518;1001;1113;1438;2079
1519;1001;1104;1395;2079
1520;1001;1118;1467;2079
1521;1001;1110;1431;2079
1522;1001;1105;1406;2079
1523;1001;1114;1443;2079
1524;1001;1106;1406;2079
1525;1001;1102;1388;2079
1526;1001;1113;1444;2079
1527;1001;1100;1377;2079
1528;1001;1110;1421;2079
1529;1001;1103;1397;2079
1530;1001;1111;1440;2079
1531;1001;1101;1379;2079
1532;1001;1109;1432;2079
1533;1001;1118;1466;2079
1534;1001;1102;1389;2079
1535;1001;1112;1439;2079
1536;1001;1114;1445;2079
1537;993;1115;1445;2079
1538;993;1102;1401;2079
1539;993;1111;1435;2079
1540;993;1107;1418;2079
1541;993;1100;1379;2079
1542;993;1106;1414;2079
1543;993;1116;1454;2079
1544;993;1110;1432;2079
1545;993;1109;1419;2079
1546;993;1104;1404;2079
1547;993;1102;1390;2079
1548;993;1109;1428;2079
1549;993;1106;1415;2079
1550;993;1114;1456;2079
1551;993;1106;1412;2079
1552;993;1108;1426;2079
1553;993;1111;1438;2079
1554;993;1109;1432;2079
1555;993;1111;1445;2079
1556;993;1115;1462;2079
1557;993;1116;1457;2079
1558;993;1106;1419;2079
1559;993;1104;1403;2079
1560;993;1114;1445;2079
1561;993;1111;1434;2079
1562;993;1114;1453;2079
1563;993;1104;1411;2079
1564;993;1108;1428;2079
1565;993;1107;1424;2079
1566;993;1110;1438;2079
1567;993;1112;1445;2079
1568;993;1099;1373;2079
1569;993;1110;1436;2079
1570;993;1105;1406;2079
1571;993;1109;1436;2079
1572;993;1111;1445;2079
1573;993;1121;1484;2079
1574;993;1097;1372;2079
1575;993;1108;1430;2079
1576;993;1100;1388;2079
1577;993;1101;1393;2079
1578;993;1111;1440;2079
1579;993;1098;1377;2079
1580;993;1110;1437;2079
1581;993;1110;1440;2079
1582;993;1102;1389;2079
1583;993;1102;1397;2079
1584;993;1106;1419;2079
1585;993;1104;1407;2079
1586;993;1103;1399;2079
1587;993;1098;1376;2079
1588;993;1101;1390;2079
1589;993;1111;1443;2079
1590;993;1103;1397;2079
1591;993;1106;1421;2079
1592;993;1107;1418;2079
1593;993;1112;1433;2079
1594;993;1111;1438;2079
1595;993;1102;1402;2079
1596;993;1112;1440;2079
1597;993;1106;1408;2079
1598;993;1102;1398;2079
1599;993;1114;1454;2079
1600;993;1102;1396;2072
1601;993;1107;1420;2072
1602;993;1105;1421;2072
1603;993;1102;1404;2072
1604;993;1109;1425;2072
1605;993;1107;1420;2072
1606;993;1113;1449;2072
1607;993;1110;1433;2072
1608;993;1108;1430;2072
1609;993;1102;1395;2072
1610;993;1108;1418;2072
1611;993;1108;1433;2072
1612;993;1103;1403;2072
1613;993;1109;1433;2072
1614;993;1116;1462;2072
1615;993;1100;1381;2072
1616;993;1099;1387;2072
1617;993;1107;1422;2072
1618;993;1098;1385;2072
1619;993;1103;1398;2072
1620;993;1105;1406;2072
1621;993;1113;1454;2072
1622;993;1101;1403;2072
1623;993;1110;1445;2072
1624;993;1105;1416;2072
1625;993;1108;1430;2072
1626;993;1109;1431;2072
1627;993;1113;1449;2072
1628;993;1106;1423;2072
1629;993;1106;1422;2072
1630;993;1093;1355;2072
1631;993;1098;1381;2072
1632;993;1101;1399;2072
1633;993;1110;1438;2072
1634;993;1105;1412;2072
1635;993;1106;1424;2072
1636;993;1101;1392;2072
1637;993;1111;1441;2072
1638;993;1117;1469;2072
1639;993;1108;1420;2072
1640;993;1109;1440;2072
1641;993;1105;1415;2072
1642;993;1119;1485;2072
1643;993;1106;1412;2072
1644;993;1106;1417;2072
1645;993;1107;1421;2072
1646;993;1103;1398;2072
1647;993;1106;1420;2072
1648;993;1105;1417;2072
1649;993;1107;1423;2072
1650;993;1097;1381;2072
1651;993;1104;1407;2072
1652;993;1108;1426;2072
1653;993;1107;1432;2072
1654;993;1111;1436;2072
1655;993;1104;1406;2072
1656;993;1114;1452;2072
1657;993;1103;1406;2072
1658;993;1105;1418;2072
1659;993;1104;1413;2072
1660;993;1103;1404;2072
1661;993;1099;1382;2072
1662;993;1113;1455;2072
1663;993;1102;1405;2072
1664;993;1104;1413;2072
1665;993;1115;1461;2072
1666;993;1108;1437;2072
1667;993;1102;1402;2072
1668;993;1098;1380;2072
1669;993;1109;1435;2072
1670;993;1105;1416;2072
1671;993;1107;1435;2072
1672;993;1107;1432;2072
1673;993;1109;1435;2072
1674;993;1113;1446;2072
1675;993;1104;1406;2072
1676;993;1110;1445;2072
1677;993;1097;1381;2072
1678;993;1117;1472;2072
1679;993;1112;1452;2072
1680;993;1101;1395;2072
1681;993;1111;1450;2072
1682;993;1100;1393;2072
1683;993;1103;1398;2072
1684;993;1107;1423;2072
1685;993;1102;1398;2072
1686;993;1107;1423;2072
1687;993;1101;1395;2072
1688;993;1103;1401;2072
1689;993;1105;1413;2072
1690;993;1103;1403;2072
1691;993;1108;1433;2072
1692;993;1099;1384;2072
1693;993;1112;1443;2072
1694;993;1103;1404;2072
1695;993;1100;1399;2072
1696;993;1101;1403;2072
1697;993;1107;1418;2072
1698;993;1096;1377;2072
1699;993;1107;1432;2072
1700;993;1103;1408;2077
1701;993;1094;1367;2077
1702;993;1108;1434;2077
1703;993;1105;1424;2077
1704;993;1099;1390;2077
1705;993;1103;1411;2077
1706;993;1098;1382;2077
1707;993;1109;1430;2077
1708;993;1096;1375;2077
1709;993;1101;1400;2077
1710;993;1106;1425;2077
1711;993;1106;1419;2077
1712;993;1109;1444;2077
1713;993;1107;1416;2077
1714;993;1101;1395;2077
1715;993;1102;1403;2077
1716;993;1096;1377;2077
1717;993;1103;1406;2077
1718;993;1108;1433;2077
1719;993;1108;1435;2077
1720;993;1090;1341;2077
1721;993;1109;1442;2077
1722;993;1099;1396;2077
1723;993;1100;1394;2077
1724;993;1110;1438;2077
1725;993;1098;1395;2077
1726;993;1100;1391;2077
1727;993;1106;1419;2077
1728;993;1106;1419;2077
1729;993;1118;1476;2077
1730;993;1100;1402;2077
1731;993;1102;1402;2077
1732;993;1105;1418;2077
1733;993;1107;1429;2077
1734;993;1110;1432;2077
1735;993;1107;1427;2077
1736;993;1104;1409;2077
1737;993;1107;1428;2077
1738;993;1103;1410;2077
1739;993;1103;1408;2077
1740;993;1099;1396;2077
1741;993;1101;1399;2077
1742;993;1105;1418;2077
1743;993;1096;1372;2077
1744;993;1098;1385;2077
1745;993;1102;1405;2077
1746;993;1108;1432;2077
1747;993;1109;1444;2077
1748;993;1103;1409;2077
1749;993;1108;1440;2077
1750;993;1104;1419;2077
1751;993;1110;1448;2077
1752;993;1097;1382;2077
1753;993;1105;1421;2077
1754;992;1108;1426;2077
1755;992;1100;1396;2077
1756;992;1111;1449;2077
1757;992;1098;1385;2077
1758;992;1101;1399;2077
1759;992;1116;1475;2077
1760;992;1102;1409;2077
1761;992;1107;1424;2077
1762;992;1100;1402;2077
1763;992;1101;1407;2077
1764;992;1107;1433;2077
1765;992;1096;1375;2077
1766;992;1098;1387;2077
1767;992;1106;1429;2077
1768;992;1099;1392;2077
1769;992;1108;1434;2077
1770;992;1100;1394;2077
1771;992;1102;1409;2077
1772;992;1108;1439;2077
1773;992;1103;1407;2077
1774;992;1104;1413;2077
1775;992;1108;1435;2077
1776;992;1111;1449;2077
1777;992;1095;1374;2077
1778;992;1107;1438;2077
1779;992;1099;1399;2077
1780;992;1095;1372;2077
1781;992;1104;1416;2077
1782;992;1103;1413;2077
1783;992;1115;1462;2077
1784;992;1101;1403;2077
1785;992;1104;1420;2077
1786;992;1107;1437;2077
1787;992;1108;1438;2077
1788;992;1103;1417;2077
1789;992;1098;1396;2077
1790;992;1101;1399;2077
1791;992;1103;1416;2077
1792;992;1108;1433;2077
1793;992;1107;1432;2077
1794;992;1104;1422;2077
1795;992;1111;1452;2077
1796;992;1099;1392;2077
1797;992;1100;1396;2077
1798;992;1102;1411;2077
1799;992;1106;1426;2077
1800;992;1101;1401;2081
1801;992;1098;1391;2081
1802;992;1095;1373;2081
1803;992;1104;1426;2081
1804;992;1099;1389;2081
1805;992;1111;1446;2081
1806;992;1108;1436;2081
1807;992;1105;1422;2081
1808;992;1103;1417;2081
1809;992;1103;1409;2081
1810;992;1111;1449;2081
1811;992;1100;1395;2081
1812;992;1103;1407;2081
1813;992;1108;1438;2081
1814;992;1108;1446;2081
1815;992;1104;1425;2081
1816;992;1104;1422;2081
1817;992;1106;1430;2081
1818;992;1101;1399;2081
1819;992;1110;1451;2081
1820;992;1101;1412;2081
1821;992;1098;1387;2081
1822;992;1097;1387;2081
1823;992;1098;1385;2081
1824;992;1107;1429;2081
1825;992;1098;1389;2081
1826;992;1108;1444;2081
1827;992;1106;1419;2081
1828;992;1112;1456;2081
1829;992;1105;1424;2081
1830;992;1109;1437;2081
1831;992;1108;1435;2081
1832;992;1105;1423;2081
1833;992;1100;1400;2081
1834;992;1101;1408;2081
1835;992;1107;1432;2081
1836;992;1106;1422;2081
1837;992;1109;1441;2081
1838;992;1104;1415;2081
1839;992;1106;1437;2081
1840;992;1106;1425;2081
1841;992;1103;1412;2081
1842;992;1107;1431;2081
1843;992;1093;1372;2081
1844;992;1110;1446;2081
1845;992;1100;1403;2081
1846;992;1109;1447;2081
1847;992;1098;1395;2081
1848;992;1091;1360;2081
1849;992;1100;1402;2081
1850;992;1112;1455;2081
1851;992;1101;1404;2081
1852;992;1095;1372;2081
1853;992;1104;1417;2081
1854;992;1110;1439;2081
1855;992;1100;1412;2081
1856;992;1097;1390;2081
1857;992;1098;1392;2081
1858;992;1100;1403;2081
1859;992;1100;1403;2081
1860;992;1099;1392;2081
1861;992;1105;1423;2081
1862;992;1103;1413;2081
1863;972;1104;1426;2081
1864;972;1106;1429;2081
1865;972;1098;1386;2081
1866;972;1109;1444;2081
1867;972;1110;1456;2081
1868;972;1112;1457;2081
1869;972;1106;1425;2081
1870;972;1108;1440;2081
1871;972;1111;1455;2081
1872;972;1108;1435;2081
1873;972;1096;1376;2081
1874;972;1102;1415;2081
1875;972;1098;1399;2081
1876;972;1100;1396;2081
1877;972;1104;1420;2081
1878;972;1107;1433;2081
1879;972;1114;1468;2081
1880;972;1100;1408;2081
1881;972;1103;1411;2081
1882;972;1100;1401;2081
1883;972;1102;1410;2081
1884;972;1107;1438;2081
1885;972;1109;1436;2081
1886;972;1096;1381;2081
1887;972;1102;1417;2081
1888;972;1101;1415;2081
1889;972;1096;1388;2081
1890;972;1103;1413;2081
1891;972;1094;1379;2081
1892;972;1096;1382;2081
1893;972;1102;1415;2081
1894;972;1099;1396;2081
1895;972;1099;1394;2081
1896;972;1103;1413;2081
1897;972;1107;1442;2081
1898;972;1095;1387;2081
1899;972;1092;1361;2081
1900;972;1109;1442;2080
1901;972;1106;1430;2080
1902;972;1096;1384;2080
1903;972;1113;1464;2080
1904;972;1106;1424;2080
1905;972;1107;1437;2080
1906;972;1091;1358;2080
1907;972;1100;1403;2080
1908;972;1096;1386;2080
1909;972;1101;1418;2080
1910;972;1098;1400;2080
1911;972;1104;1422;2080
1912;972;1101;1415;2080
1913;972;1101;1410;2080
1914;972;1106;1441;2080
1915;972;1105;1432;2080
1916;972;1100;1411;2080
1917;972;1106;1436;2080
1918;972;1105;1430;2080
1919;972;1112;1451;2080
1920;972;1103;1419;2080
1921;972;1106;1429;2080
1922;972;1104;1422;2080
1923;972;1103;1416;2080
1924;972;1106;1432;2080
1925;972;1102;1422;2080
1926;972;1103;1409;2080
1927;972;1101;1403;2080
1928;972;1099;1407;2080
1929;972;1103;1414;2080
1930;972;1105;1428;2080
1931;972;1105;1419;2080
1932;972;1105;1429;2080
1933;972;1104;1422;2080
1934;972;1094;1378;2080
1935;972;1108;1444;2080
1936;972;1101;1418;2080
1937;972;1098;1402;2080
1938;972;1106;1435;2080
1939;972;1100;1406;2080
