##;##
@LiveGraph demo file.
Generation;Best;Average;Avg.worst-100;Avg.worst-in-Generations 100
1940;972;1108;1443;2080
1941;972;1100;1401;2080
1942;972;1104;1421;2080
1943;972;1100;1408;2080
1944;972;1107;1440;2080
1945;972;1111;1457;2080
1946;972;1099;1392;2080
1947;972;1106;1438;2080
1948;972;1111;1453;2080
1949;972;1109;1452;2080
1950;972;1105;1431;2080
1951;972;1097;1379;2080
1952;972;1106;1422;2080
1953;972;1099;1404;2080
1954;972;1096;1385;2080
1955;972;1097;1381;2080
1956;972;1103;1422;2080
1957;972;1097;1389;2080
1958;972;1104;1419;2080
1959;972;1107;1438;2080
1960;972;1100;1401;2080
1961;972;1102;1416;2080
1962;972;1103;1418;2080
1963;972;1100;1406;2080
1964;972;1115;1482;2080
1965;972;1094;1377;2080
1966;972;1099;1404;2080
1967;972;1099;1402;2080
1968;972;1101;1410;2080
1969;972;1103;1416;2080
1970;972;1105;1425;2080
1971;972;1106;1431;2080
1972;972;1107;1433;2080
1973;972;1104;1434;2080
1974;972;1109;1443;2080
1975;972;1114;1477;2080
1976;972;1096;1385;2080
1977;972;1103;1422;2080
1978;972;1094;1382;2080
1979;972;1101;1418;2080
1980;972;1104;1422;2080
1981;972;1095;1392;2080
1982;972;1105;1425;2080
1983;972;1095;1387;2080
1984;972;1094;1378;2080
1985;972;1094;1377;2080
1986;972;1098;1394;2080
1987;972;1100;1406;2080
1988;972;1106;1436;2080
1989;972;1102;1403;2080
1990;972;1097;1394;2080
1991;972;1100;1405;2080
1992;972;1094;1379;2080
1993;972;1104;1432;2080
1994;972;1105;1424;2080
1995;972;1103;1414;2080
1996;972;1108;1446;2080
1997;972;1100;1402;2080
1998;972;1097;1392;2080
1999;972;1104;1418;2080
2000;972;1105;1425;2081
2001;972;1112;1455;2081
2002;972;1103;1427;2081
2003;972;1102;1420;2081
2004;972;1108;1448;2081
2005;972;1099;1395;2081
2006;972;1106;1429;2081
2007;972;1099;1402;2081
2008;972;1101;1416;2081
2009;972;1104;1424;2081
2010;972;1099;1402;2081
2011;972;1107;1439;2081
2012;972;1103;1416;2081
2013;972;1102;1421;2081
2014;972;1103;1425;2081
2015;972;1094;1378;2081
2016;972;1094;1384;2081
2017;972;1096;1395;2081
2018;972;1106;1438;2081
2019;972;1098;1396;2081
2020;972;1103;1422;2081
2021;972;1099;1399;2081
2022;972;1090;1365;2081
2023;972;1104;1428;2081
2024;972;1098;1392;2081
2025;972;1112;1460;2081
2026;972;1101;1416;2081
2027;972;1098;1404;2081
2028;972;1094;1383;2081
2029;972;1099;1400;2081
2030;972;1094;1378;2081
2031;972;1096;1388;2081
2032;972;1100;1411;2081
2033;972;1103;1426;2081
2034;972;1101;1416;2081
2035;972;1106;1427;2081
2036;972;1104;1427;2081
2037;972;1098;1400;2081
2038;972;1091;1366;2081
2039;972;1099;1408;2081
2040;972;1090;1367;2081
2041;972;1103;1414;2081
2042;972;1097;1400;2081
2043;972;1107;1438;2081
2044;972;1102;1416;2081
2045;972;1097;1390;2081
2046;972;1095;1381;2081
2047;972;1105;1433;2081
2048;972;1096;1387;2081
2049;972;1097;1394;2081
2050;972;1104;1431;2081
2051;972;1107;1441;2081
2052;972;1112;1468;2081
2053;972;1105;1439;2081
2054;972;1103;1422;2081
2055;972;1098;1405;2081
2056;972;1110;1457;2081
2057;972;1096;1392;2081
2058;972;1106;1428;2081
2059;972;1108;1450;2081
2060;972;1093;1378;2081
2061;972;1092;1370;2081
2062;972;1093;1375;2081
2063;972;1101;1414;2081
2064;972;1104;1426;2081
2065;972;1096;1388;2081
2066;972;1111;1465;2081
2067;972;1104;1432;2081
2068;972;1102;1419;2081
2069;972;1108;1447;2081
2070;972;1101;1417;2081
2071;972;1106;1446;2081
2072;972;1104;1438;2081
2073;972;1107;1439;2081
2074;972;1102;1425;2081
2075;972;1099;1406;2081
2076;972;1098;1399;2081
2077;972;1095;1393;2081
2078;972;1103;1417;2081
2079;972;1102;1427;2081
2080;972;1102;1419;2081
2081;972;1102;1426;2081
2082;972;1099;1402;2081
2083;972;1095;1388;2081
2084;972;1101;1420;2081
2085;972;1087;1354;2081
2086;972;1100;1402;2081
2087;972;1107;1445;2081
2088;972;1105;1429;2081
2089;972;1102;1422;2081
2090;972;1100;1413;2081
2091;972;1095;1386;2081
2092;972;1104;1428;2081
2093;972;1097;1395;2081
2094;972;1096;1384;2081
2095;972;1094;1377;2081
2096;972;1096;1394;2081
2097;972;1103;1425;2081
2098;972;1099;1407;2081
2099;972;1098;1401;2081
2100;972;1095;1386;2065
2101;972;1107;1449;2065
2102;972;1109;1451;2065
2103;972;1102;1420;2065
2104;972;1101;1421;2065
2105;972;1109;1450;2065
2106;972;1099;1410;2065
2107;972;1101;1407;2065
2108;972;1098;1402;2065
2109;972;1106;1433;2065
2110;972;1105;1430;2065
2111;972;1099;1410;2065
2112;972;1099;1404;2065
2113;972;1101;1416;2065
2114;972;1102;1426;2065
2115;972;1097;1400;2065
2116;972;1098;1396;2065
2117;972;1090;1366;2065
2118;972;1096;1393;2065
2119;972;1099;1406;2065
2120;972;1101;1416;2065
2121;972;1104;1438;2065
2122;972;1095;1388;2065
2123;972;1099;1408;2065
2124;972;1099;1414;2065
2125;972;1102;1422;2065
2126;972;1103;1428;2065
2127;972;1095;1387;2065
2128;972;1098;1401;2065
2129;972;1102;1414;2065
2130;972;1098;1401;2065
2131;972;1105;1436;2065
2132;972;1104;1438;2065
2133;972;1093;1381;2065
2134;972;1099;1409;2065
2135;972;1100;1414;2065
2136;972;1099;1402;2065
2137;972;1100;1410;2065
2138;972;1090;1370;2065
2139;972;1096;1394;2065
2140;972;1097;1401;2065
2141;972;1095;1386;2065
2142;972;1099;1405;2065
2143;972;1097;1400;2065
2144;972;1103;1427;2065
2145;972;1098;1404;2065
2146;972;1108;1448;2065
2147;972;1100;1405;2065
2148;972;1095;1400;2065
2149;972;1102;1414;2065
2150;972;1095;1399;2065
2151;972;1099;1414;2065
2152;972;1107;1452;2065
2153;972;1095;1392;2065
2154;972;1101;1416;2065
2155;972;1109;1454;2065
2156;972;1100;1416;2065
2157;972;1101;1429;2065
2158;972;1106;1443;2065
2159;972;1099;1409;2065
2160;972;1102;1424;2065
2161;972;1106;1440;2065
2162;972;1102;1424;2065
2163;972;1098;1403;2065
2164;972;1090;1370;2065
2165;972;1102;1427;2065
2166;972;1101;1424;2065
2167;972;1096;1395;2065
2168;972;1094;1380;2065
2169;972;1102;1435;2065
2170;972;1097;1405;2065
2171;972;1101;1414;2065
2172;972;1100;1411;2065
2173;972;1102;1421;2065
2174;972;1102;1421;2065
2175;972;1090;1368;2065
2176;972;1106;1444;2065
2177;972;1095;1394;2065
2178;972;1098;1402;2065
2179;972;1098;1409;2065
2180;972;1096;1396;2065
2181;972;1103;1433;2065
2182;972;1098;1411;2065
2183;972;1097;1403;2065
2184;972;1094;1388;2065
2185;972;1099;1415;2065
2186;972;1103;1423;2065
2187;972;1102;1432;2065
2188;972;1104;1437;2065
2189;972;1100;1415;2065
2190;972;1098;1408;2065
2191;972;1100;1422;2065
2192;972;1101;1425;2065
2193;972;1099;1418;2065
2194;972;1098;1407;2065
2195;972;1095;1397;2065
2196;972;1093;1392;2065
2197;972;1103;1445;2065
2198;972;1092;1381;2065
2199;972;1103;1437;2065
2200;972;1096;1405;2065
2201;972;1109;1459;2065
2202;972;1094;1391;2065
2203;972;1094;1391;2065
2204;972;1103;1437;2065
2205;972;1098;1400;2065
2206;972;1095;1398;2065
2207;972;1101;1423;2065
2208;972;1100;1419;2065
2209;972;1092;1379;2065
2210;972;1089;1375;2065
2211;972;1106;1454;2065
2212;972;1100;1418;2065
2213;972;1093;1388;2065
2214;972;1095;1392;2065
2215;972;1098;1411;2065
2216;972;1098;1409;2065
2217;972;1099;1411;2065
2218;972;1106;1452;2065
2219;972;1095;1398;2065
2220;972;1096;1404;2065
2221;972;1098;1415;2065
2222;972;1094;1392;2065
2223;972;1095;1396;2065
2224;972;1094;1392;2065
2225;972;1100;1421;2065
2226;972;1100;1431;2065
2227;972;1090;1372;2065
2228;972;1096;1402;2065
2229;972;1093;1387;2065
2230;972;1096;1400;2065
2231;972;1095;1400;2065
2232;972;1089;1371;2065
2233;972;1085;1356;2065
2234;972;1096;1402;2065
2235;972;1096;1403;2065
2236;972;1095;1392;2065
2237;972;1098;1405;2065
2238;972;1097;1401;2065
2239;972;1089;1364;2065
2240;972;1090;1378;2065
2241;972;1103;1427;2065
2242;972;1101;1408;2065
2243;972;1092;1390;2065
2244;972;1106;1461;2065
2245;972;1107;1452;2065
2246;972;1097;1402;2065
2247;972;1099;1411;2065
2248;972;1093;1391;2065
2249;972;1106;1439;2065
2250;972;1094;1399;2065
2251;972;1100;1419;2065
2252;972;1092;1380;2065
2253;972;1102;1430;2065
2254;972;1098;1419;2065
2255;972;1099;1428;2065
2256;972;1100;1429;2065
2257;972;1100;1434;2065
2258;972;1100;1421;2065
2259;972;1092;1391;2065
2260;972;1092;1392;2065
2261;972;1103;1438;2065
2262;972;1092;1390;2065
2263;972;1098;1416;2065
2264;972;1100;1419;2065
2265;972;1089;1377;2065
2266;972;1101;1433;2065
2267;972;1105;1450;2065
2268;972;1096;1413;2065
2269;972;1103;1435;2065
2270;972;1105;1448;2065
2271;972;1097;1410;2065
2272;972;1102;1438;2065
2273;972;1103;1441;2065
2274;972;1104;1441;2065
2275;972;1101;1433;2065
2276;972;1098;1420;2065
2277;972;1101;1431;2065
2278;972;1102;1430;2065
2279;972;1091;1387;2065
2280;972;1100;1435;2065
2281;972;1092;1390;2065
2282;972;1091;1382;2065
2283;972;1097;1418;2065
2284;972;1108;1472;2065
2285;972;1096;1410;2065
2286;972;1106;1462;2065
2287;972;1107;1467;2065
2288;972;1097;1418;2065
2289;972;1099;1420;2065
2290;972;1097;1417;2065
2291;972;1095;1400;2065
2292;972;1096;1408;2065
2293;972;1099;1426;2065
2294;972;1097;1406;2065
2295;972;1102;1445;2065
2296;972;1096;1412;2065
2297;972;1098;1416;2065
2298;972;1095;1403;2065
2299;972;1092;1393;2065
2300;972;1098;1428;2062
2301;972;1103;1433;2062
2302;972;1102;1437;2062
2303;972;1098;1422;2062
2304;972;1098;1425;2062
2305;972;1098;1417;2062
2306;972;1104;1444;2062
2307;972;1093;1397;2062
2308;972;1097;1418;2062
2309;972;1099;1421;2062
2310;972;1095;1408;2062
2311;972;1096;1415;2062
2312;972;1100;1428;2062
2313;972;1091;1381;2062
2314;972;1101;1431;2062
2315;972;1093;1402;2062
2316;972;1090;1386;2062
2317;972;1107;1463;2062
2318;972;1097;1418;2062
2319;972;1093;1395;2062
2320;972;1095;1400;2062
2321;972;1097;1420;2062
2322;972;1097;1416;2062
2323;972;1096;1412;2062
2324;972;1096;1409;2062
2325;972;1098;1415;2062
2326;972;1092;1386;2062
2327;972;1100;1430;2062
2328;972;1091;1390;2062
2329;972;1104;1450;2062
2330;972;1094;1401;2062
2331;972;1098;1426;2062
2332;972;1093;1404;2062
2333;972;1098;1425;2062
2334;972;1089;1379;2062
2335;972;1096;1420;2062
2336;972;1088;1382;2062
2337;972;1100;1436;2062
2338;972;1099;1437;2062
2339;972;1096;1417;2062
2340;972;1097;1423;2062
2341;972;1093;1400;2062
2342;972;1091;1401;2062
2343;972;1098;1422;2062
2344;972;1096;1412;2062
2345;972;1092;1396;2062
2346;972;1096;1418;2062
2347;972;1091;1389;2062
2348;972;1095;1411;2062
2349;972;1090;1378;2062
2350;972;1101;1445;2062
2351;972;1091;1387;2062
2352;972;1097;1415;2062
2353;972;1090;1380;2062
2354;972;1089;1370;2062
2355;972;1090;1384;2062
2356;972;1096;1414;2062
2357;972;1096;1423;2062
2358;972;1094;1407;2062
2359;972;1095;1409;2062
2360;972;1096;1416;2062
2361;972;1102;1442;2062
2362;972;1088;1372;2062
2363;972;1097;1425;2062
2364;972;1089;1378;2062
2365;972;1092;1399;2062
2366;972;1100;1431;2062
2367;972;1097;1419;2062
2368;972;1086;1370;2062
2369;972;1093;1410;2062
2370;972;1094;1408;2062
2371;972;1090;1394;2062
2372;972;1091;1390;2062
2373;972;1094;1412;2062
2374;972;1095;1417;2062
2375;972;1093;1403;2062
2376;972;1096;1420;2062
2377;972;1091;1391;2062
2378;972;1087;1372;2062
2379;972;1098;1430;2062
2380;972;1092;1410;2062
2381;972;1098;1425;2062
2382;972;1096;1425;2062
2383;972;1090;1398;2062
2384;972;1088;1379;2062
2385;972;1095;1413;2062
2386;972;1090;1390;2062
2387;972;1094;1412;2062
2388;972;1087;1377;2062
2389;972;1099;1431;2062
2390;972;1090;1393;2062
2391;972;1089;1382;2062
2392;972;1097;1421;2062
2393;972;1100;1440;2062
2394;972;1092;1391;2062
2395;972;1094;1405;2062
2396;972;1098;1429;2062
2397;972;1088;1382;2062
2398;972;1091;1395;2062
2399;972;1101;1449;2062
2400;972;1092;1404;2049
2401;972;1094;1413;2049
2402;972;1101;1450;2049
2403;972;1097;1429;2049
2404;972;1089;1387;2049
2405;972;1088;1386;2049
2406;972;1093;1400;2049
2407;972;1088;1380;2049
2408;972;1088;1383;2049
2409;972;1096;1418;2049
2410;972;1089;1386;2049
2411;972;1096;1428;2049
2412;972;1101;1451;2049
2413;972;1093;1400;2049
2414;972;1097;1428;2049
2415;972;1087;1383;2049
2416;972;1088;1386;2049
2417;972;1093;1408;2049
2418;972;1096;1418;2049
2419;972;1090;1394;2049
2420;972;1085;1373;2049
2421;972;1092;1402;2049
2422;972;1098;1438;2049
2423;972;1096;1422;2049
2424;972;1091;1395;2049
2425;972;1083;1361;2049
2426;972;1092;1403;2049
2427;972;1091;1403;2049
2428;972;1087;1386;2049
2429;972;1093;1409;2049
2430;972;1091;1403;2049
2431;972;1083;1367;2049
2432;972;1096;1426;2049
2433;972;1091;1410;2049
2434;972;1091;1403;2049
2435;972;1086;1378;2049
2436;972;1093;1413;2049
2437;972;1098;1426;2049
2438;972;1100;1450;2049
2439;972;1095;1414;2049
2440;972;1082;1364;2049
2441;972;1092;1407;2049
2442;972;1101;1450;2049
2443;972;1099;1438;2049
2444;972;1084;1376;2049
2445;972;1096;1428;2049
2446;972;1090;1396;2049
2447;972;1085;1376;2049
2448;972;1085;1374;2049
2449;972;1086;1382;2049
2450;972;1087;1384;2049
2451;972;1093;1409;2049
2452;972;1089;1385;2049
2453;972;1097;1438;2049
2454;972;1089;1392;2049
2455;972;1093;1407;2049
2456;972;1095;1426;2049
2457;972;1093;1419;2049
2458;972;1095;1423;2049
2459;972;1088;1390;2049
2460;972;1093;1409;2049
2461;972;1089;1397;2049
2462;972;1085;1386;2049
2463;972;1088;1383;2049
2464;972;1088;1391;2049
2465;972;1097;1432;2049
2466;972;1093;1409;2049
2467;972;1089;1399;2049
2468;972;1080;1361;2049
2469;972;1106;1475;2049
2470;972;1102;1455;2049
2471;972;1091;1412;2049
2472;972;1093;1420;2049
2473;972;1078;1342;2049
2474;972;1088;1387;2049
2475;972;1095;1427;2049
2476;972;1084;1376;2049
2477;972;1089;1404;2049
2478;972;1093;1419;2049
2479;972;1090;1397;2049
2480;972;1093;1412;2049
2481;972;1095;1426;2049
2482;972;1084;1372;2049
2483;972;1097;1432;2049
2484;972;1095;1426;2049
2485;972;1098;1441;2049
2486;972;1087;1389;2049
2487;972;1094;1414;2049
2488;972;1086;1381;2049
2489;972;1089;1399;2049
2490;972;1093;1416;2049
2491;972;1082;1365;2049
2492;972;1094;1417;2049
2493;972;1103;1454;2049
2494;972;1085;1381;2049
2495;972;1091;1404;2049
2496;972;1084;1378;2049
2497;972;1096;1420;2049
2498;972;1084;1376;2049
2499;972;1096;1422;2049
2500;972;1088;1395;2045
2501;972;1088;1394;2045
2502;972;1094;1420;2045
2503;972;1088;1397;2045
2504;972;1086;1386;2045
2505;972;1084;1371;2045
2506;972;1092;1411;2045
2507;972;1089;1390;2045
2508;972;1093;1418;2045
2509;972;1089;1400;2045
2510;972;1092;1420;2045
2511;972;1084;1374;2045
2512;972;1082;1366;2045
2513;972;1086;1387;2045
2514;972;1081;1361;2045
2515;972;1092;1421;2045
2516;972;1089;1395;2045
2517;972;1083;1365;2045
2518;972;1104;1472;2045
2519;972;1087;1392;2045
2520;972;1087;1401;2045
2521;972;1092;1411;2045
2522;972;1089;1405;2045
2523;972;1091;1407;2045
2524;972;1089;1402;2045
2525;972;1095;1433;2045
2526;972;1097;1436;2045
2527;972;1094;1426;2045
2528;972;1098;1457;2045
2529;972;1094;1426;2045
2530;972;1092;1418;2045
2531;972;1090;1406;2045
2532;972;1086;1394;2045
2533;972;1087;1391;2045
2534;972;1089;1396;2045
2535;972;1099;1448;2045
2536;972;1088;1405;2045
2537;972;1086;1393;2045
2538;972;1095;1429;2045
2539;972;1087;1398;2045
2540;972;1097;1447;2045
2541;972;1092;1416;2045
2542;972;1088;1396;2045
2543;972;1087;1397;2045
2544;972;1096;1442;2045
2545;972;1094;1426;2045
2546;972;1093;1426;2045
2547;972;1096;1426;2045
2548;972;1089;1411;2045
2549;972;1098;1441;2045
2550;972;1080;1362;2045
2551;972;1083;1376;2045
2552;972;1089;1411;2045
2553;972;1074;1325;2045
2554;972;1089;1401;2045
2555;972;1094;1426;2045
2556;972;1082;1375;2045
2557;972;1084;1381;2045
2558;972;1095;1439;2045
2559;972;1088;1407;2045
2560;972;1090;1405;2045
2561;972;1079;1364;2045
2562;972;1094;1426;2045
2563;972;1089;1398;2045
2564;972;1089;1406;2045
2565;972;1098;1440;2045
2566;972;1090;1412;2045
2567;972;1093;1427;2045
2568;972;1087;1400;2045
2569;972;1093;1425;2045
2570;972;1089;1412;2045
2571;972;1091;1413;2045
2572;972;1096;1437;2045
2573;972;1089;1395;2045
2574;972;1084;1387;2045
2575;972;1091;1412;2045
2576;972;1087;1398;2045
2577;972;1085;1381;2045
2578;972;1086;1393;2045
2579;972;1085;1389;2045
2580;972;1085;1388;2045
2581;972;1090;1409;2045
2582;972;1096;1438;2045
2583;972;1096;1443;2045
2584;972;1086;1383;2045
2585;972;1093;1436;2045
2586;972;1084;1389;2045
2587;972;1096;1446;2045
2588;972;1094;1423;2045
2589;972;1086;1399;2045
2590;972;1090;1408;2045
2591;972;1088;1398;2045
2592;972;1093;1434;2045
2593;972;1082;1368;2045
2594;972;1090;1414;2045
2595;972;1094;1431;2045
2596;972;1086;1382;2045
2597;972;1078;1353;2045
2598;972;1096;1444;2045
2599;972;1089;1411;2045
2600;972;1090;1417;2070
2601;972;1090;1408;2070
2602;972;1085;1383;2070
2603;972;1100;1459;2070
2604;972;1092;1417;2070
2605;972;1094;1422;2070
2606;972;1090;1414;2070
2607;972;1089;1403;2070
2608;972;1084;1387;2070
2609;972;1085;1393;2070
2610;972;1091;1422;2070
2611;972;1087;1390;2070
2612;972;1087;1401;2070
2613;972;1088;1398;2070
2614;972;1085;1385;2070
2615;972;1096;1440;2070
2616;972;1086;1396;2070
2617;972;1085;1386;2070
2618;972;1086;1388;2070
2619;972;1085;1385;2070
2620;972;1085;1388;2070
2621;972;1087;1397;2070
2622;972;1087;1400;2070
2623;972;1084;1383;2070
2624;972;1097;1446;2070
2625;972;1093;1427;2070
2626;972;1086;1395;2070
2627;972;1080;1373;2070
2628;972;1084;1387;2070
2629;972;1089;1409;2070
2630;972;1087;1396;2070
2631;972;1088;1405;2070
2632;972;1086;1398;2070
2633;972;1096;1440;2070
2634;972;1083;1382;2070
2635;972;1086;1400;2070
2636;972;1089;1418;2070
2637;972;1103;1475;2070
2638;972;1088;1392;2070
2639;972;1088;1399;2070
2640;972;1085;1393;2070
2641;972;1079;1355;2070
2642;972;1087;1395;2070
2643;972;1087;1394;2070
2644;972;1079;1353;2070
2645;972;1079;1371;2070
2646;972;1091;1411;2070
2647;972;1086;1398;2070
2648;972;1077;1354;2070
2649;972;1086;1389;2070
2650;972;1079;1354;2070
2651;972;1083;1382;2070
2652;972;1087;1399;2070
2653;972;1081;1364;2070
2654;972;1090;1417;2070
2655;972;1080;1369;2070
2656;972;1083;1373;2070
2657;972;1102;1467;2070
2658;972;1080;1369;2070
2659;972;1086;1397;2070
2660;972;1084;1390;2070
2661;972;1088;1405;2070
2662;972;1095;1446;2070
2663;972;1086;1385;2070
2664;972;1082;1375;2070
2665;972;1082;1378;2070
2666;972;1085;1395;2070
2667;972;1086;1400;2070
2668;972;1087;1399;2070
2669;972;1100;1468;2070
2670;972;1091;1416;2070
2671;972;1082;1381;2070
2672;972;1086;1406;2070
2673;972;1093;1420;2070
2674;972;1101;1469;2070
2675;972;1086;1393;2070
2676;972;1091;1416;2070
2677;972;1081;1370;2070
2678;972;1095;1436;2070
2679;972;1083;1380;2070
2680;972;1088;1412;2070
2681;972;1079;1374;2070
2682;972;1082;1376;2070
2683;972;1094;1443;2070
2684;972;1093;1431;2070
2685;972;1087;1404;2070
2686;972;1088;1401;2070
2687;972;1087;1402;2070
2688;972;1093;1426;2070
2689;972;1083;1385;2070
2690;972;1076;1345;2070
2691;972;1095;1437;2070
2692;972;1082;1381;2070
2693;972;1079;1365;2070
2694;972;1089;1417;2070
2695;972;1078;1360;2070
2696;972;1098;1463;2070
2697;972;1084;1381;2070
2698;972;1090;1420;2070
2699;972;1081;1375;2070
2700;972;1083;1379;2051
2701;972;1091;1419;2051
2702;972;1087;1395;2051
2703;972;1094;1442;2051
2704;972;1076;1350;2051
2705;972;1084;1388;2051
2706;972;1098;1459;2051
2707;972;1091;1417;2051
2708;972;1091;1422;2051
2709;972;1089;1413;2051
2710;972;1095;1443;2051
2711;972;1076;1346;2051
2712;972;1091;1423;2051
2713;972;1088;1403;2051
2714;972;1087;1398;2051
2715;972;1083;1383;2051
2716;972;1084;1397;2051
2717;972;1078;1355;2051
2718;972;1098;1452;2051
2719;972;1078;1371;2051
2720;972;1089;1401;2051
2721;972;1081;1381;2051
2722;972;1088;1403;2051
2723;972;1088;1407;2051
2724;972;1086;1395;2051
2725;972;1083;1385;2051
2726;972;1083;1379;2051
2727;972;1088;1406;2051
2728;972;1091;1429;2051
2729;972;1084;1395;2051
2730;972;1087;1408;2051
2731;972;1083;1381;2051
2732;972;1087;1398;2051
2733;972;1089;1411;2051
2734;972;1087;1414;2051
2735;972;1084;1384;2051
2736;972;1084;1391;2051
2737;972;1088;1419;2051
2738;972;1090;1417;2051
2739;972;1072;1332;2051
2740;972;1081;1378;2051
2741;972;1088;1411;2051
2742;972;1080;1371;2051
2743;972;1085;1392;2051
2744;972;1086;1397;2051
2745;972;1081;1377;2051
2746;972;1094;1443;2051
2747;972;1073;1337;2051
2748;972;1084;1393;2051
2749;972;1090;1419;2051
2750;972;1089;1407;2051
2751;972;1089;1406;2051
2752;972;1095;1446;2051
2753;972;1088;1407;2051
2754;972;1085;1397;2051
2755;972;1088;1404;2051
2756;972;1075;1350;2051
2757;972;1091;1425;2051
2758;972;1092;1428;2051
2759;972;1088;1411;2051
2760;972;1088;1401;2051
2761;972;1090;1422;2051
2762;972;1087;1402;2051
2763;972;1084;1390;2051
2764;972;1078;1364;2051
2765;972;1083;1390;2051
2766;972;1091;1422;2051
2767;972;1087;1399;2051
2768;972;1080;1373;2051
2769;972;1091;1423;2051
2770;972;1088;1416;2051
2771;972;1091;1426;2051
2772;972;1087;1409;2051
2773;972;1083;1387;2051
2774;972;1085;1392;2051
2775;972;1076;1355;2051
2776;972;1091;1429;2051
2777;972;1089;1402;2051
2778;972;1087;1401;2051
2779;972;1087;1408;2051
2780;972;1086;1402;2051
2781;972;1093;1433;2051
2782;972;1088;1417;2051
2783;972;1088;1423;2051
2784;972;1081;1369;2051
2785;972;1083;1396;2051
2786;972;1098;1465;2051
2787;972;1091;1429;2051
2788;972;1087;1393;2051
2789;972;1096;1449;2051
2790;972;1087;1400;2051
2791;972;1091;1430;2051
2792;972;1072;1339;2051
2793;972;1083;1381;2051
2794;972;1097;1452;2051
2795;972;1088;1413;2051
2796;972;1085;1398;2051
2797;972;1092;1424;2051
2798;972;1084;1393;2051
2799;972;1085;1385;2051
2800;972;1082;1380;2054
2801;972;1079;1367;2054
2802;972;1093;1432;2054
2803;972;1086;1403;2054
2804;972;1080;1377;2054
2805;972;1091;1430;2054
2806;972;1083;1387;2054
2807;972;1084;1397;2054
2808;972;1087;1411;2054
2809;972;1091;1425;2054
2810;972;1087;1413;2054
2811;972;1090;1417;2054
2812;972;1084;1396;2054
2813;972;1089;1421;2054
2814;972;1089;1412;2054
2815;972;1092;1431;2054
2816;972;1090;1422;2054
2817;972;1083;1386;2054
2818;972;1087;1404;2054
2819;972;1094;1439;2054
2820;972;1075;1349;2054
2821;972;1091;1427;2054
2822;972;1078;1361;2054
2823;972;1085;1393;2054
2824;972;1084;1390;2054
2825;972;1096;1439;2054
2826;972;1077;1355;2054
2827;972;1087;1404;2054
2828;972;1077;1354;2054
2829;972;1084;1399;2054
2830;972;1086;1410;2054
2831;972;1091;1423;2054
2832;972;1082;1383;2054
2833;972;1087;1398;2054
2834;972;1077;1352;2054
2835;972;1080;1376;2054
2836;972;1084;1392;2054
2837;972;1082;1385;2054
2838;972;1084;1396;2054
2839;972;1084;1393;2054
2840;972;1081;1378;2054
2841;972;1084;1386;2054
2842;972;1079;1362;2054
2843;972;1084;1389;2054
2844;972;1091;1425;2054
2845;972;1086;1401;2054
2846;972;1086;1405;2054
2847;972;1093;1433;2054
2848;972;1084;1397;2054
2849;972;1093;1434;2054
2850;972;1075;1350;2054
2851;972;1086;1401;2054
2852;972;1091;1430;2054
2853;972;1090;1428;2054
2854;972;1089;1406;2054
2855;972;1079;1373;2054
2856;972;1080;1378;2054
2857;972;1089;1413;2054
2858;972;1097;1445;2054
2859;972;1080;1367;2054
2860;972;1077;1359;2054
2861;972;1083;1385;2054
2862;972;1088;1416;2054
2863;972;1080;1366;2054
2864;972;1091;1429;2054
2865;972;1088;1406;2054
2866;972;1086;1403;2054
2867;972;1085;1396;2054
2868;972;1086;1403;2054
2869;972;1083;1391;2054
2870;972;1087;1410;2054
2871;972;1088;1413;2054
2872;972;1082;1386;2054
2873;972;1086;1409;2054
2874;972;1094;1440;2054
2875;972;1093;1434;2054
2876;972;1085;1393;2054
2877;972;1082;1374;2054
2878;972;1085;1410;2054
2879;972;1083;1389;2054
2880;972;1083;1383;2054
2881;972;1082;1383;2054
2882;972;1081;1375;2054
2883;972;1094;1428;2054
2884;972;1078;1365;2054
2885;972;1084;1389;2054
2886;972;1084;1397;2054
2887;972;1084;1397;2054
2888;972;1077;1366;2054
2889;972;1082;1379;2054
2890;972;1082;1376;2054
2891;972;1085;1391;2054
2892;972;1089;1417;2054
2893;972;1090;1418;2054
2894;972;1091;1431;2054
2895;972;1092;1432;2054
2896;972;1092;1430;2054
2897;972;1092;1432;2054
2898;972;1092;1431;2054
2899;972;1084;1385;2054
2900;972;1083;1379;2039
2901;972;1085;1390;2039
2902;972;1080;1369;2039
2903;972;1091;1423;2039
2904;972;1092;1427;2039
2905;972;1086;1399;2039
2906;972;1077;1363;2039
2907;972;1090;1428;2039
2908;972;1085;1401;2039
2909;972;1087;1404;2039
2910;972;1087;1411;2039
2911;972;1077;1354;2039
2912;972;1083;1384;2039
2913;972;1078;1364;2039
2914;972;1093;1441;2039
2915;972;1086;1407;2039
2916;972;1092;1430;2039
2917;972;1080;1379;2039
2918;972;1093;1440;2039
2919;972;1089;1419;2039
2920;972;1091;1431;2039
2921;972;1089;1416;2039
2922;972;1081;1382;2039
2923;972;1085;1396;2039
2924;972;1096;1446;2039
2925;972;1083;1393;2039
2926;972;1081;1382;2039
2927;972;1084;1395;2039
2928;972;1087;1402;2039
2929;972;1081;1376;2039
2930;972;1085;1396;2039
2931;972;1091;1423;2039
2932;972;1097;1449;2039
2933;972;1090;1428;2039
2934;972;1089;1413;2039
2935;972;1097;1453;2039
